,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017223,0.014588,0.011814,0.014953,0.029469,0.05776,0.089177,0.11218,0.1204,0.11578,0.10923,0.10769,0.11816,0.14807,0.18783,0.23353,0.26736,0.27678,0.25925,0.21771,0.169,0.12757,0.10117,0.091234,0.087813,0.082299,0.067827,0.045412,0.023899,0.013249,0.017808,0.039079,0.073632,0.10376,0.12099,0.11652,0.091601,0.062664,0.0445,0.078165,0.15358,0.24527,0.31946,0.38042,0.44603,0.50525,0.53311,0.52287,0.44902,0.35074,0.25586,0.1983,0.17695,0.15527,0.12739,0.10635,0.091781,0.091986,0.092592,0.094291,0.088985,0.074568,0.051695,0.026822
0.032943,0.032645,0.02827,0.025747,0.032661,0.052688,0.081441,0.11164,0.13867,0.16326,0.18781,0.20531,0.21646,0.22329,0.22734,0.23704,0.24572,0.24435,0.22936,0.19875,0.16891,0.14739,0.13866,0.13869,0.13468,0.12033,0.093699,0.061228,0.033831,0.019737,0.021371,0.038753,0.065929,0.090826,0.1075,0.10771,0.094257,0.075957,0.063685,0.089875,0.14439,0.20997,0.26578,0.32177,0.39571,0.46952,0.51119,0.50655,0.43573,0.3411,0.25419,0.21211,0.20956,0.20597,0.19169,0.17281,0.14959,0.13412,0.12119,0.11467,0.10823,0.094563,0.072802,0.047946
0.05135,0.052467,0.046146,0.038395,0.038488,0.050618,0.076159,0.11324,0.15817,0.20977,0.26095,0.29176,0.29693,0.27825,0.24816,0.2257,0.21273,0.20136,0.1874,0.16925,0.16297,0.17222,0.19303,0.21065,0.20761,0.18191,0.13929,0.093874,0.057964,0.037622,0.031899,0.040452,0.057408,0.0776,0.095881,0.10267,0.10069,0.091604,0.083515,0.09929,0.13045,0.16849,0.20478,0.25212,0.3266,0.40519,0.45377,0.45385,0.39282,0.31299,0.24576,0.22898,0.25339,0.2774,0.28615,0.27484,0.24213,0.20603,0.17169,0.14998,0.13714,0.12064,0.09803,0.072021
0.071495,0.072326,0.063146,0.05071,0.04586,0.052624,0.076777,0.12063,0.17887,0.24709,0.3107,0.34206,0.33441,0.29534,0.24388,0.20455,0.18086,0.16372,0.14974,0.1434,0.15992,0.20421,0.26137,0.30304,0.30595,0.27279,0.2167,0.15998,0.11458,0.083659,0.062828,0.05357,0.056491,0.072281,0.095226,0.10934,0.1148,0.1095,0.10166,0.1063,0.11836,0.13396,0.15297,0.1881,0.25244,0.32256,0.36768,0.36941,0.32184,0.26311,0.22075,0.23111,0.28277,0.33815,0.3777,0.38287,0.34849,0.29554,0.23767,0.19496,0.16788,0.14224,0.11554,0.086923
0.092631,0.088874,0.074856,0.058462,0.05132,0.056875,0.081747,0.12845,0.18943,0.2567,0.31377,0.33401,0.31419,0.27015,0.2198,0.18411,0.1629,0.14383,0.1266,0.12534,0.15554,0.22898,0.32276,0.3941,0.41276,0.38231,0.32093,0.25859,0.20674,0.16446,0.12471,0.091566,0.075712,0.084432,0.11135,0.13061,0.13729,0.12901,0.11612,0.11038,0.10973,0.11092,0.11819,0.14109,0.1886,0.24127,0.27529,0.2765,0.24294,0.20462,0.18287,0.21071,0.27841,0.35865,0.42937,0.45897,0.43509,0.37566,0.2991,0.2355,0.1911,0.15494,0.12475,0.094834
0.10495,0.095465,0.078235,0.061596,0.055665,0.062679,0.087528,0.13017,0.18317,0.23834,0.28224,0.29392,0.27366,0.24165,0.2091,0.18784,0.17254,0.15053,0.12539,0.11905,0.14821,0.23508,0.35624,0.45857,0.50392,0.49067,0.43502,0.37144,0.31361,0.25942,0.20201,0.14684,0.11366,0.1147,0.14295,0.16307,0.16365,0.14539,0.12238,0.10681,0.1004,0.096387,0.098962,0.1136,0.14423,0.1778,0.19904,0.19932,0.1785,0.15639,0.14695,0.17812,0.24583,0.33581,0.4278,0.48176,0.47745,0.42362,0.34025,0.26473,0.20934,0.16862,0.13965,0.11107
0.1123,0.10037,0.083337,0.06846,0.064147,0.071969,0.094404,0.12803,0.16833,0.20912,0.24422,0.25731,0.24947,0.23745,0.22393,0.21391,0.2016,0.17721,0.14737,0.13301,0.1512,0.23375,0.3652,0.49222,0.56805,0.58177,0.5403,0.47934,0.41702,0.35284,0.28274,0.21198,0.16335,0.15462,0.1781,0.19369,0.18568,0.15704,0.1251,0.10497,0.098894,0.095847,0.09775,0.10761,0.12653,0.14751,0.16211,0.16503,0.15411,0.13955,0.12938,0.14818,0.19852,0.27821,0.37245,0.43966,0.45413,0.41462,0.34102,0.27343,0.22593,0.19712,0.18008,0.15851
0.11407,0.10421,0.092022,0.081879,0.080162,0.088134,0.10536,0.12685,0.1535,0.18431,0.22071,0.24663,0.25813,0.26272,0.25817,0.24813,0.23236,0.20748,0.18029,0.16257,0.16962,0.23553,0.35673,0.48891,0.58194,0.61737,0.59128,0.53633,0.47548,0.41129,0.3424,0.27208,0.21688,0.19788,0.20915,0.21359,0.19532,0.15825,0.12093,0.10132,0.099506,0.1007,0.10422,0.11162,0.12362,0.13968,0.15692,0.17025,0.17146,0.16088,0.14153,0.13628,0.15661,0.21028,0.28919,0.35654,0.38362,0.36246,0.31404,0.2726,0.24998,0.24338,0.23995,0.22383
0.1188,0.1121,0.10596,0.10081,0.10043,0.10616,0.11484,0.12375,0.14005,0.16984,0.21832,0.26493,0.29572,0.30718,0.29686,0.27452,0.24984,0.22812,0.2137,0.20361,0.2078,0.25492,0.34968,0.46491,0.55407,0.59745,0.58357,0.53723,0.48246,0.42517,0.36573,0.30668,0.25338,0.22777,0.22516,0.21697,0.19078,0.15018,0.11295,0.097884,0.10217,0.10953,0.11666,0.12361,0.13275,0.1505,0.17824,0.20757,0.22279,0.2152,0.18396,0.15303,0.14129,0.16253,0.21352,0.26554,0.29185,0.28952,0.27586,0.27433,0.28637,0.30257,0.30622,0.28912
0.13705,0.1369,0.13572,0.13092,0.12656,0.1254,0.12465,0.125,0.13539,0.16714,0.22608,0.28865,0.33183,0.34401,0.32314,0.28872,0.25784,0.24375,0.24741,0.25306,0.26228,0.29321,0.35262,0.43428,0.50119,0.5397,0.53615,0.5051,0.46396,0.41894,0.36996,0.32213,0.2715,0.23882,0.22134,0.20117,0.17116,0.13444,0.10625,0.10496,0.1219,0.13889,0.14901,0.15142,0.15325,0.17088,0.20818,0.25369,0.28148,0.27515,0.23189,0.17886,0.13998,0.13277,0.1554,0.18759,0.2073,0.2209,0.23981,0.27402,0.31296,0.34027,0.33953,0.31449
